Key,SourceString
EXPLANATION_ID_ITEM_DAIJINAMONO_TETSUNOKINKONOKAGI,"A special key to\nopen the Iron Safe.",
NAME_ID_ITEM_DAIJINAMONO_TIISANAEIYUUNOE,"Little Hero Picture",
RUBY_ID_ITEM_DAIJINAMONO_TIISANAEIYUUNOE,"Little Hero Picture",
EXPLANATION_ID_ITEM_DAIJINAMONO_TIISANAEIYUUNOE,"Picture of\nZankrone drawn\nby Lapett.",
NAME_ID_ITEM_DAIJINAMONO_TIISANAMINNKANOMOKEI,"Small House Model",
RUBY_ID_ITEM_DAIJINAMONO_TIISANAMINNKANOMOKEI,"Small House Model",
EXPLANATION_ID_ITEM_DAIJINAMONO_TIISANAMINNKANOMOKEI,"Model parts of\na Megistris\ncastle display.",
NAME_ID_ITEM_DAIJINAMONO_TIISANATOUKINOHAHEN,"Small Pottery Shard",
RUBY_ID_ITEM_DAIJINAMONO_TIISANATOUKINOHAHEN,"Small Ceramic Shard",
EXPLANATION_ID_ITEM_DAIJINAMONO_TIISANATOUKINOHAHEN,"Shard from some\nthing found in\nthe Unseen Room.",
NAME_ID_ITEM_DAIJINAMONO_TINKONNOROUSOKU,"Requiem Candle",
RUBY_ID_ITEM_DAIJINAMONO_TINKONNOROUSOKU,"Requiem Candle",
EXPLANATION_ID_ITEM_DAIJINAMONO_TINKONNOROUSOKU,"Brings the\ndemonized dead\nback to sanity.",
NAME_ID_ITEM_DAIJINAMONO_TIRYUUNOTUNO,"Earth Dragon Horn",
RUBY_ID_ITEM_DAIJINAMONO_TIRYUUNOTUNO,"Earth Dragon Horn",
EXPLANATION_ID_ITEM_DAIJINAMONO_TIRYUUNOTUNO,"Monster Horn\nthat decides\nthe hunt winner.",
NAME_ID_ITEM_DAIJINAMONO_TOKUBETUKINKONOKAGI,"Special Storage Key",
RUBY_ID_ITEM_DAIJINAMONO_TOKUBETUKINKONOKAGI,"Special Storage Key",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOKUBETUKINKONOKAGI,"Key to special\nbank vault in\nDolworm Kingdom.",
NAME_ID_ITEM_DAIJINAMONO_TOKUSEIMAKURA29GOU,"Special Pillow 29",
RUBY_ID_ITEM_DAIJINAMONO_TOKUSEIMAKURA29GOU,"Special Pillow 29",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOKUSEIMAKURA29GOU,"Made by Licious\nfor insomniac\nhusband.",
NAME_ID_ITEM_DAIJINAMONO_TOMOGARANONAE,"Friend Seedling",
RUBY_ID_ITEM_DAIJINAMONO_TOMOGARANONAE,"Tomogara Seedling",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOMOGARANONAE,"Special\nseedling to\nmake a present.",
NAME_ID_ITEM_DAIJINAMONO_TONAKAISUTSU,"Reindeer Costume",
RUBY_ID_ITEM_DAIJINAMONO_TONAKAISUTSU,"Reindeer Costume",
EXPLANATION_ID_ITEM_DAIJINAMONO_TONAKAISUTSU,"To look all\ncute with horns.\nFor Raguas only.",
NAME_ID_ITEM_DAIJINAMONO_TONAKAISUTUKEN,"Reindeer Suit Ticket",
RUBY_ID_ITEM_DAIJINAMONO_TONAKAISUTUKEN,"Reindeer Suit Ticket",
EXPLANATION_ID_ITEM_DAIJINAMONO_TONAKAISUTUKEN,"Rent a Reindeer\nSuit for free\nanytime.",
NAME_ID_ITEM_DAIJINAMONO_TORAMANAISI,"Safe Passage Stone",
RUBY_ID_ITEM_DAIJINAMONO_TORAMANAISI,"Safe Passage Stone",
EXPLANATION_ID_ITEM_DAIJINAMONO_TORAMANAISI,"Stone that can\nbreak through\nmagic wards.",
NAME_ID_ITEM_DAIJINAMONO_TOUSENSINOAKASI,"Fighter's Proof",
RUBY_ID_ITEM_DAIJINAMONO_TOUSENSINOAKASI,"Fighter's Proof",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOUSENSINOAKASI,"Proof of\nfighting with a\ngreat calamity.",
NAME_ID_ITEM_DAIJINAMONO_TOUSHINOWARIFU,"Fighters' Tally",
RUBY_ID_ITEM_DAIJINAMONO_TOUSHINOWARIFU,"Fighters' Tally",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOUSHINOWARIFU,"Proof to go to\nthe Battlympics\nfinal battle.",
NAME_ID_ITEM_DAIJINAMONO_TOUZOKUNOAKASHI,"Proof of THF",
RUBY_ID_ITEM_DAIJINAMONO_TOUZOKUNOAKASHI,"Proof of THF",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOUZOKUNOAKASHI,"A medal given to\nthose recognized\nas a Thief.",
NAME_ID_ITEM_DAIJINAMONO_TOUZOKUNOKAGI,"Thief's Key",
RUBY_ID_ITEM_DAIJINAMONO_TOUZOKUNOKAGI,"Thief's Key",
EXPLANATION_ID_ITEM_DAIJINAMONO_TOUZOKUNOKAGI,"Useful key\nthat can open\nblack chests.",
NAME_ID_ITEM_DAIJINAMONO_TUKINOSUNA,"Moonsand",
RUBY_ID_ITEM_DAIJINAMONO_TUKINOSUNA,"Moonsand",
EXPLANATION_ID_ITEM_DAIJINAMONO_TUKINOSUNA,"Beautiful sand\nthat slips out\nof your hands.",
NAME_ID_ITEM_DAIJINAMONO_TUKURIKAKENUIGURUMI,"Unfinished Plushie",
RUBY_ID_ITEM_DAIJINAMONO_TUKURIKAKENUIGURUMI,"Unfinished Plushie",
EXPLANATION_ID_ITEM_DAIJINAMONO_TUKURIKAKENUIGURUMI,"Evidence of the\ndoll dealer's\ninnocence.",
NAME_ID_ITEM_DAIJINAMONO_TUMIBUKAKIBARA,"Sinful Rose",
RUBY_ID_ITEM_DAIJINAMONO_TUMIBUKAKIBARA,"Sinful Rose",
EXPLANATION_ID_ITEM_DAIJINAMONO_TUMIBUKAKIBARA,"Red rose that\nis blooming\nbeautifully.",
NAME_ID_ITEM_DAIJINAMONO_TYANOKINOHA,"Tea Plant Leaves",
RUBY_ID_ITEM_DAIJINAMONO_TYANOKINOHA,"Tea Plant Leaves",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYANOKINOHA,"Tea leaves that\ngrow in the\nAzlan mountains.",
NAME_ID_ITEM_DAIJINAMONO_TYARONHENONIMOTU,"Baggage to Charon",
RUBY_ID_ITEM_DAIJINAMONO_TYARONHENONIMOTU,"Baggage to Charon",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYARONHENONIMOTU,"Deliver to\nCharon at Beach\nTrading Post.",
NAME_ID_ITEM_DAIJINAMONO_TYESUTOKURAMU,"Chest Clam",
RUBY_ID_ITEM_DAIJINAMONO_TYESUTOKURAMU,"Chest Clam",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYESUTOKURAMU,"Strange shell\nwith something\ninside.",
NAME_ID_ITEM_DAIJINAMONO_TYOKOSINNUIGURUMI,"Choco-God Plushie",
RUBY_ID_ITEM_DAIJINAMONO_TYOKOSINNUIGURUMI,"Choco-God Plushie",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOKOSINNUIGURUMI,"Hot on the streets!\nA cute, chocolate\ncolored doll",
NAME_ID_ITEM_DAIJINAMONO_TYOPPIKAKAO,"Choppi Cacao",
RUBY_ID_ITEM_DAIJINAMONO_TYOPPIKAKAO,"Choppi Cacao",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOPPIKAKAO,"Cacao fruit\nfrom Choppi\nWilderness.",
NAME_ID_ITEM_DAIJINAMONO_TYOUNOKAMIKAZARI,"Butterfly Hairpin",
RUBY_ID_ITEM_DAIJINAMONO_TYOUNOKAMIKAZARI,"Butterfly Hairpin",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOUNOKAMIKAZARI,"Hair ornament\nin the shape of\na butterfly.",
NAME_ID_ITEM_DAIJINAMONO_TYOUTENYUUGIITINOSYO,"Choten Yugi: Book One",
RUBY_ID_ITEM_DAIJINAMONO_TYOUTENYUUGIITINOSYO,"Choten Yugi: Book One",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOUTENYUUGIITINOSYO,"Book by legend\nmartial artist\nChoten Doshi.",
NAME_ID_ITEM_DAIJINAMONO_TYOUTENYUUGININOSYO,"Choten Yugi: Book Two",
RUBY_ID_ITEM_DAIJINAMONO_TYOUTENYUUGININOSYO,"Choten Yugi: Book Two",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOUTENYUUGININOSYO,"Book by legend\nmartial artist\nChoten Doshi.",
NAME_ID_ITEM_DAIJINAMONO_TYOUTENYUUGISANNOSYO,"Choten Yugi: Book Three",
RUBY_ID_ITEM_DAIJINAMONO_TYOUTENYUUGISANNOSYO,"Choten Yugi: Book Three",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOUTENYUUGISANNOSYO,"Book by legend\nmartial artist\nChoten Doshi.",
NAME_ID_ITEM_DAIJINAMONO_TYOUTENYUUGISINOSYO,"Choten Yugi: Book Four",
RUBY_ID_ITEM_DAIJINAMONO_TYOUTENYUUGISINOSYO,"Choten Yugi: Book Four",
EXPLANATION_ID_ITEM_DAIJINAMONO_TYOUTENYUUGISINOSYO,"Book by legend\nmartial artist\nChoten Doshi.",
NAME_ID_ITEM_DAIJINAMONO_UMIKAZENOKOWAKEBUKURO,"Sea Breeze Sack",
RUBY_ID_ITEM_DAIJINAMONO_UMIKAZENOKOWAKEBUKURO,"Sea Breeze Sack",
EXPLANATION_ID_ITEM_DAIJINAMONO_UMIKAZENOKOWAKEBUKURO,"Bag made of\nrare silk woven\nwith sea breeze.",
NAME_ID_ITEM_DAIJINAMONO_UNMEINOHURIKO,"Pendulum of Fate",
RUBY_ID_ITEM_DAIJINAMONO_UNMEINOHURIKO,"Pendulum of Fate",
EXPLANATION_ID_ITEM_DAIJINAMONO_UNMEINOHURIKO,"Transforms\nchanged fate\ninto power.",
NAME_ID_ITEM_DAIJINAMONO_URANAISHINOAKASHI,"Proof of FOR",
RUBY_ID_ITEM_DAIJINAMONO_URANAISHINOAKASHI,"Proof of FOR",
EXPLANATION_ID_ITEM_DAIJINAMONO_URANAISHINOAKASHI,"A medal given to\nthose recognized as\na Fortune Teller.",
NAME_ID_ITEM_DAIJINAMONO_USUBENINOTAKARAGAI,"Pink Cowrie",
RUBY_ID_ITEM_DAIJINAMONO_USUBENINOTAKARAGAI,"Light Red Shell",
EXPLANATION_ID_ITEM_DAIJINAMONO_USUBENINOTAKARAGAI,"A pink colored sea-\nshell that washed up\non Cocolata Beach.",
NAME_ID_ITEM_DAIJINAMONO_UTUSIYONOKAGI,"World Key",
RUBY_ID_ITEM_DAIJINAMONO_UTUSIYONOKAGI,"World Key",
EXPLANATION_ID_ITEM_DAIJINAMONO_UTUSIYONOKAGI,"Key to return\nto real world\nfrom Royal Maze.",
NAME_ID_ITEM_DAIJINAMONO_UWASANOMAMONONOSYASIN,"Rumored Monster Photo",
RUBY_ID_ITEM_DAIJINAMONO_UWASANOMAMONONOSYASIN,"Rumored Demon Photo",
EXPLANATION_ID_ITEM_DAIJINAMONO_UWASANOMAMONONOSYASIN,"Photo of the rumored\nmonster in the field\nof flowers.",
NAME_ID_ITEM_DAIJINAMONO_VIPLICENSE,"VIP License",
RUBY_ID_ITEM_DAIJINAMONO_VIPLICENSE,"VIP License",
EXPLANATION_ID_ITEM_DAIJINAMONO_VIPLICENSE,"Allows access\nto the Casino\nVIP Room.",
NAME_ID_ITEM_DAIJINAMONO_VKEIKOTO,"V-Kei Outfit",
RUBY_ID_ITEM_DAIJINAMONO_VKEIKOTO,"V-Kei Outfit",
EXPLANATION_ID_ITEM_DAIJINAMONO_VKEIKOTO,"To look like a\nstylish V-Kei type.\nFor Hyuza only.",
NAME_ID_ITEM_DAIJINAMONO_WAKUTINNOHUKURO,"Vaccine Bag",
RUBY_ID_ITEM_DAIJINAMONO_WAKUTINNOHUKURO,"Vaccine Pouch",
EXPLANATION_ID_ITEM_DAIJINAMONO_WAKUTINNOHUKURO,"Old hemp bag that was\nhidden under an old\nstone monument.",
NAME_ID_ITEM_DAIJINAMONO_WARUDOSUIGENNOMIZU,"Wald Headwaters Water",
RUBY_ID_ITEM_DAIJINAMONO_WARUDOSUIGENNOMIZU,"Wald Headwaters Water",
EXPLANATION_ID_ITEM_DAIJINAMONO_WARUDOSUIGENNOMIZU,"Ordinary water from\nthe Wald Headwaters.",
NAME_ID_ITEM_DAIJINAMONO_WAZAWAINOTEKKUI,"Stake of Woe",
RUBY_ID_ITEM_DAIJINAMONO_WAZAWAINOTEKKUI,"Stake of Woe",
EXPLANATION_ID_ITEM_DAIJINAMONO_WAZAWAINOTEKKUI,"Iron stake that\ncan be driven\ninto hard rock.",
NAME_ID_ITEM_DAIJINAMONO_YASURAGINOKOU,"Peace Incense",
RUBY_ID_ITEM_DAIJINAMONO_YASURAGINOKOU,"Peace Incense",
EXPLANATION_ID_ITEM_DAIJINAMONO_YASURAGINOKOU,"A rare incense to be\nused by Mayor Burat\nfor the meeting.",
NAME_ID_ITEM_DAIJINAMONO_YAWARAKANENDO,"Soft Clay",
RUBY_ID_ITEM_DAIJINAMONO_YAWARAKANENDO,"Soft Clay",
EXPLANATION_ID_ITEM_DAIJINAMONO_YAWARAKANENDO,"Clay that is\nsoft and easy\nto process.",
NAME_ID_ITEM_DAIJINAMONO_YOGIRINOYUBIWA,"Night Fog Ring",
RUBY_ID_ITEM_DAIJINAMONO_YOGIRINOYUBIWA,"Night Fog Ring",
EXPLANATION_ID_ITEM_DAIJINAMONO_YOGIRINOYUBIWA,"Ring that seems\nto be cursed\nwhen held.",
NAME_ID_ITEM_DAIJINAMONO_YORUNOSASAYAKI,"Night Whisper",
RUBY_ID_ITEM_DAIJINAMONO_YORUNOSASAYAKI,"Night Whisper",
EXPLANATION_ID_ITEM_DAIJINAMONO_YORUNOSASAYAKI,"Elegant gem\nthat captivates\nall who see it.",
NAME_ID_ITEM_DAIJINAMONO_YOSENSANKASYOU,"Qualifier Badge",
RUBY_ID_ITEM_DAIJINAMONO_YOSENSANKASYOU,"Qualifier Badge",
EXPLANATION_ID_ITEM_DAIJINAMONO_YOSENSANKASYOU,"Ticket to\ncompete in the\nBattlympics.",
NAME_ID_ITEM_DAIJINAMONO_YOUGANITIGO,"Lava Berries",
RUBY_ID_ITEM_DAIJINAMONO_YOUGANITIGO,"Lava Berries",
EXPLANATION_ID_ITEM_DAIJINAMONO_YOUGANITIGO,"Food liked by\nCureslime from\nvolcanic areas.",
NAME_ID_ITEM_DAIJINAMONO_YOZAKURAROMAN,"Night Cherry Outfit",
RUBY_ID_ITEM_DAIJINAMONO_YOZAKURAROMAN,"Night Cherry Outfit",
EXPLANATION_ID_ITEM_DAIJINAMONO_YOZAKURAROMAN,"To look like\nelegant petals.\nFor Maille only.",
NAME_ID_ITEM_DAIJINAMONO_YUMEIRONOSUPURE,"Dream Color Spray",
RUBY_ID_ITEM_DAIJINAMONO_YUMEIRONOSUPURE,"Dream Color Spray",
EXPLANATION_ID_ITEM_DAIJINAMONO_YUMEIRONOSUPURE,"Strange spray\nfilled with\nothers' dreams.",
NAME_ID_ITEM_DAIJINAMONO_YUMEMINOSIZUKU,"Dreaming Drops",
RUBY_ID_ITEM_DAIJINAMONO_YUMEMINOSIZUKU,"Dreaming Drops",
EXPLANATION_ID_ITEM_DAIJINAMONO_YUMEMINOSIZUKU,"Allows you to\ngo to the\ndream world.",
NAME_ID_ITEM_DAIJINAMONO_YUMEURANAISINOSUISYOUDAMA,"Dreamer's Crystal Ball",
RUBY_ID_ITEM_DAIJINAMONO_YUMEURANAISINOSUISYOUDAMA,"Dreamer's Crystal Ball",
EXPLANATION_ID_ITEM_DAIJINAMONO_YUMEURANAISINOSUISYOUDAMA,"Crystal ball of\ndream diviner\nMadame Luca.",
NAME_ID_ITEM_DAIJINAMONO_YUUKINOMONSYOU,"Courage Crest",
RUBY_ID_ITEM_DAIJINAMONO_YUUKINOMONSYOU,"Courage Crest",
EXPLANATION_ID_ITEM_DAIJINAMONO_YUUKINOMONSYOU,"For those who\nbear the heart\nof courage.",
NAME_ID_ITEM_DAIJINAMONO_YUUSYANOEHON,"Hero Picture Book",
RUBY_ID_ITEM_DAIJINAMONO_YUUSYANOEHON,"Hero Picture Book",
EXPLANATION_ID_ITEM_DAIJINAMONO_YUUSYANOEHON,"Royal family's\npicture book\nof a Hero.",
NAME_ID_ITEM_DAIJINAMONO_YUWAKUEKISU,"Luring Extract",
RUBY_ID_ITEM_DAIJINAMONO_YUWAKUEKISU,"Luring Extract",
EXPLANATION_ID_ITEM_DAIJINAMONO_YUWAKUEKISU,"Pink liquid\nthat makes you\nirresistible.",
NAME_ID_ITEM_DAIJINAMONO_ZANKURONEPAN,"Zankrone Bread",
RUBY_ID_ITEM_DAIJINAMONO_ZANKURONEPAN,"Zankrone Bread",
EXPLANATION_ID_ITEM_DAIJINAMONO_ZANKURONEPAN,"Super spicy bread\nthat's said to be\nZankrone's favorite.",
NAME_ID_ITEM_DAIJINAMONO_ZEKIRUNOSEIKOU,"Zekir's Holy Stake",
RUBY_ID_ITEM_DAIJINAMONO_ZEKIRUNOSEIKOU,"Zekir's Holy Stake",
EXPLANATION_ID_ITEM_DAIJINAMONO_ZEKIRUNOSEIKOU,"Legendary stake\nfor sealing\nheavenly demons.",
NAME_ID_ITEM_DAIJINAMONO_ZIAINOMONSYOU,"Kindness Crest",
RUBY_ID_ITEM_DAIJINAMONO_ZIAINOMONSYOU,"Kindness Crest",
EXPLANATION_ID_ITEM_DAIJINAMONO_ZIAINOMONSYOU,"For those who\nbear the heart\nof kindness.",
NAME_ID_ITEM_DAIJINAMONO_ZIGOKUNOYASURI,"Hell File",
RUBY_ID_ITEM_DAIJINAMONO_ZIGOKUNOYASURI,"Hell's File",
EXPLANATION_ID_ITEM_DAIJINAMONO_ZIGOKUNOYASURI,"A frightening file\nthat demons in Hell\nuse for torturing.",
NAME_ID_ITEM_DAIJINAMONO_ZUSSIRIZOTTO,"Sushi Risotto",
RUBY_ID_ITEM_DAIJINAMONO_ZUSSIRIZOTTO,"Sushi Risotto",
EXPLANATION_ID_ITEM_DAIJINAMONO_ZUSSIRIZOTTO,"Delivery\nrequested by a\nCook."
